,Student Roll Number,Student Name,No. of Courses Required,Pref 1,Pref 2,Pref 3,Pref 4,Pref 5,Pref 6,Pref 7,Pref 8,Pref 9,Pref 10,Pref 11,Pref 12,Pref 13,Pref 14,Pref 15,Pref 16,Pref 17,Pref 18,Pref 19,Pref 20,Pref 21,Pref 22,Pref 23,Pref 24,Pref 25,Pref 26,Pref 27,Pref 28,Pref 29,Pref 30
511,19110012, ,1,HS003,HS012,HS006,HS027,HS019,HS001,HS002,HS004,HS005,HS007,HS008,HS009,HS010,HS011,HS013,HS014,HS015,HS016,HS017,HS018,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS028,HS029,HS030
512,19110013, ,3,HS024,HS029,HS010,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS025,HS026,HS027,HS028,HS030
513,19110014, ,3,HS029,HS016,HS026,HS018,HS005,HS001,HS002,HS003,HS004,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS017,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS027,HS028,HS030
514,19110015, ,2,HS014,HS022,HS027,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS023,HS024,HS025,HS026,HS028,HS029,HS030
515,19110016, ,3,HS020,HS026,HS006,HS030,HS021,HS014,HS010,HS024,HS028,HS015,HS018,HS022,HS002,HS013,HS023,HS007,HS019,HS005,HS012,HS025,HS011,HS001,HS003,HS004,HS008,HS009,HS016,HS017,HS027,HS029
516,19110017, ,2,HS026,HS025,HS019,HS002,HS028,HS007,HS024,HS021,HS014,HS005,HS030,HS018,HS029,HS004,HS001,HS008,HS003,HS006,HS009,HS010,HS011,HS012,HS013,HS015,HS016,HS017,HS020,HS022,HS023,HS027
517,19110018, ,2,HS017,HS013,HS015,HS008,HS014,HS001,HS006,HS009,HS028,HS007,HS030,HS019,HS002,HS003,HS004,HS005,HS010,HS011,HS012,HS016,HS018,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS029
518,19110019, ,2,HS030,HS016,HS006,HS009,HS020,HS025,HS007,HS028,HS022,HS011,HS008,HS012,HS017,HS004,HS014,HS019,HS024,HS026,HS027,HS001,HS002,HS003,HS005,HS010,HS013,HS015,HS018,HS021,HS023,HS029
519,19110020, ,2,HS025,HS006,HS016,HS014,HS024,HS015,HS028,HS027,HS026,HS017,HS007,HS030,HS001,HS002,HS003,HS004,HS005,HS008,HS009,HS010,HS011,HS012,HS013,HS018,HS019,HS020,HS021,HS022,HS023,HS029
520,19110021, ,2,HS020,HS019,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
521,19110022, ,1,HS015,HS019,HS001,HS011,HS010,HS017,HS012,HS023,HS026,HS016,HS018,HS009,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS013,HS014,HS020,HS021,HS022,HS024,HS025,HS027,HS028,HS029,HS030
522,19110023, ,3,HS025,HS021,HS029,HS020,HS003,HS014,HS010,HS002,HS018,HS026,HS028,HS001,HS005,HS030,HS004,HS006,HS007,HS008,HS009,HS011,HS012,HS013,HS015,HS016,HS017,HS019,HS022,HS023,HS024,HS027
523,19110024, ,1,HS005,HS018,HS026,HS021,HS004,HS025,HS022,HS012,HS020,HS014,HS028,HS010,HS015,HS008,HS006,HS029,HS024,HS016,HS013,HS017,HS019,HS002,HS030,HS007,HS011,HS001,HS027,HS009,HS003,HS023
524,19110025, ,1,HS021,HS005,HS014,HS009,HS022,HS003,HS024,HS019,HS025,HS028,HS011,HS029,HS012,HS006,HS002,HS026,HS010,HS004,HS001,HS007,HS008,HS013,HS015,HS016,HS017,HS018,HS020,HS023,HS027,HS030
525,19110026, ,3,HS006,HS030,HS013,HS017,HS025,HS008,HS001,HS015,HS023,HS009,HS016,HS012,HS002,HS003,HS004,HS005,HS007,HS010,HS011,HS014,HS018,HS019,HS020,HS021,HS022,HS024,HS026,HS027,HS028,HS029
526,19110027, ,2,HS018,HS028,HS025,HS011,HS007,HS020,HS027,HS003,HS001,HS021,HS017,HS012,HS019,HS006,HS005,HS002,HS004,HS008,HS009,HS010,HS013,HS014,HS015,HS016,HS022,HS023,HS024,HS026,HS029,HS030
527,19110028, ,1,HS018,HS005,HS006,HS027,HS012,HS019,HS025,HS015,HS030,HS008,HS016,HS017,HS009,HS020,HS028,HS014,HS001,HS022,HS029,HS023,HS010,HS002,HS003,HS004,HS007,HS011,HS013,HS021,HS024,HS026
528,19110029, ,1,HS025,HS018,HS012,HS013,HS030,HS028,HS024,HS011,HS014,HS005,HS006,HS029,HS017,HS004,HS003,HS008,HS026,HS027,HS001,HS002,HS007,HS009,HS010,HS015,HS016,HS019,HS020,HS021,HS022,HS023
529,19110030, ,3,HS021,HS014,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
530,19110031, ,3,HS027,HS007,HS017,HS022,HS029,HS018,HS001,HS030,HS026,HS011,HS002,HS012,HS010,HS020,HS006,HS005,HS004,HS016,HS015,HS009,HS013,HS003,HS028,HS019,HS023,HS008,HS014,HS021,HS024,HS025
531,19110032, ,1,HS019,HS009,HS016,HS004,HS021,HS018,HS025,HS024,HS007,HS008,HS010,HS005,HS006,HS022,HS002,HS028,HS015,HS001,HS003,HS011,HS012,HS013,HS014,HS017,HS020,HS023,HS026,HS027,HS029,HS030
532,19110033, ,3,HS015,HS030,HS027,HS023,HS025,HS004,HS007,HS016,HS005,HS002,HS013,HS003,HS001,HS014,HS006,HS020,HS010,HS009,HS024,HS008,HS022,HS028,HS026,HS029,HS012,HS021,HS019,HS018,HS017,HS011
533,19110034, ,3,HS008,HS021,HS014,HS009,HS022,HS027,HS016,HS026,HS006,HS004,HS025,HS013,HS003,HS007,HS020,HS017,HS001,HS002,HS005,HS010,HS011,HS012,HS015,HS018,HS019,HS023,HS024,HS028,HS029,HS030
534,19110035, ,1,HS020,HS002,HS011,HS023,HS013,HS012,HS003,HS010,HS029,HS001,HS004,HS005,HS006,HS007,HS008,HS009,HS014,HS015,HS016,HS017,HS018,HS019,HS021,HS022,HS024,HS025,HS026,HS027,HS028,HS030
535,19110036, ,1,HS011,HS009,HS007,HS005,HS021,HS030,HS001,HS002,HS003,HS004,HS006,HS008,HS010,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029
536,19110037, ,3,HS002,HS006,HS014,HS011,HS010,HS029,HS003,HS001,HS007,HS009,HS021,HS017,HS019,HS016,HS022,HS030,HS025,HS026,HS018,HS005,HS012,HS004,HS008,HS013,HS015,HS020,HS023,HS024,HS027,HS028
537,19110038, ,1,HS001,HS007,HS017,HS020,HS018,HS025,HS021,HS013,HS015,HS019,HS005,HS028,HS011,HS016,HS003,HS030,HS006,HS014,HS012,HS027,HS026,HS008,HS029,HS009,HS010,HS002,HS004,HS022,HS023,HS024
538,19110039, ,1,HS007,HS012,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
539,19110040, ,2,HS009,HS010,HS012,HS001,HS005,HS022,HS026,HS023,HS028,HS008,HS013,HS018,HS016,HS029,HS015,HS011,HS002,HS006,HS025,HS003,HS021,HS004,HS007,HS014,HS017,HS019,HS020,HS024,HS027,HS030
540,19110041, ,3,HS020,HS019,HS029,HS022,HS011,HS008,HS030,HS015,HS026,HS002,HS017,HS023,HS013,HS025,HS005,HS027,HS001,HS003,HS004,HS006,HS007,HS009,HS010,HS012,HS014,HS016,HS018,HS021,HS024,HS028
541,19110042, ,2,HS017,HS001,HS002,HS028,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS029,HS030
542,19110043, ,2,HS026,HS014,HS003,HS016,HS017,HS013,HS020,HS022,HS004,HS023,HS005,HS009,HS002,HS030,HS006,HS007,HS012,HS015,HS011,HS018,HS019,HS008,HS001,HS010,HS021,HS024,HS025,HS027,HS028,HS029
543,19110044, ,2,HS025,HS013,HS012,HS026,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS027,HS028,HS029,HS030
544,19110045, ,3,HS030,HS018,HS012,HS009,HS020,HS019,HS015,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS010,HS011,HS013,HS014,HS016,HS017,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029
545,19110046, ,2,HS027,HS030,HS003,HS016,HS010,HS008,HS025,HS019,HS017,HS001,HS028,HS020,HS002,HS029,HS023,HS011,HS014,HS004,HS005,HS006,HS007,HS009,HS012,HS013,HS015,HS018,HS021,HS022,HS024,HS026
546,19110047, ,3,HS007,HS010,HS001,HS017,HS011,HS023,HS015,HS028,HS006,HS022,HS024,HS012,HS005,HS027,HS016,HS002,HS013,HS004,HS014,HS025,HS003,HS018,HS019,HS009,HS020,HS008,HS029,HS021,HS026,HS030
547,19110048, ,3,HS004,HS007,HS029,HS020,HS016,HS014,HS027,HS013,HS003,HS002,HS021,HS019,HS001,HS024,HS025,HS028,HS022,HS011,HS010,HS005,HS006,HS008,HS009,HS012,HS015,HS017,HS018,HS023,HS026,HS030
548,19110049, ,1,HS006,HS016,HS011,HS021,HS030,HS027,HS026,HS018,HS008,HS004,HS029,HS001,HS002,HS003,HS012,HS005,HS015,HS014,HS020,HS010,HS009,HS028,HS007,HS013,HS017,HS019,HS022,HS023,HS024,HS025
549,19110050, ,1,HS019,HS020,HS015,HS022,HS011,HS029,HS024,HS003,HS009,HS001,HS007,HS027,HS016,HS028,HS002,HS004,HS005,HS006,HS008,HS010,HS012,HS013,HS014,HS017,HS018,HS021,HS023,HS025,HS026,HS030
550,19110051, ,1,HS004,HS020,HS025,HS002,HS016,HS028,HS011,HS015,HS003,HS001,HS017,HS022,HS012,HS005,HS006,HS007,HS008,HS009,HS010,HS013,HS014,HS018,HS019,HS021,HS023,HS024,HS026,HS027,HS029,HS030
551,19110052, ,2,HS022,HS008,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
552,19110053, ,3,HS018,HS029,HS017,HS020,HS009,HS026,HS023,HS011,HS015,HS008,HS007,HS030,HS024,HS013,HS005,HS004,HS027,HS019,HS014,HS025,HS028,HS003,HS021,HS006,HS010,HS001,HS012,HS002,HS016,HS022
553,19110054, ,2,HS019,HS022,HS007,HS020,HS012,HS001,HS025,HS027,HS029,HS016,HS004,HS013,HS028,HS021,HS011,HS010,HS008,HS005,HS023,HS017,HS026,HS015,HS003,HS014,HS002,HS006,HS009,HS018,HS024,HS030
554,19110055, ,3,HS012,HS026,HS018,HS010,HS001,HS002,HS015,HS028,HS021,HS022,HS007,HS029,HS025,HS008,HS003,HS023,HS024,HS005,HS019,HS016,HS030,HS014,HS027,HS009,HS006,HS020,HS011,HS017,HS004,HS013
555,19110056, ,1,HS007,HS027,HS019,HS015,HS005,HS021,HS028,HS001,HS004,HS011,HS008,HS030,HS024,HS016,HS023,HS026,HS029,HS022,HS003,HS018,HS020,HS002,HS006,HS009,HS010,HS012,HS013,HS014,HS017,HS025
556,19110057, ,1,HS025,HS003,HS010,HS008,HS021,HS019,HS014,HS004,HS028,HS020,HS017,HS001,HS002,HS005,HS006,HS007,HS009,HS011,HS012,HS013,HS015,HS016,HS018,HS022,HS023,HS024,HS026,HS027,HS029,HS030
557,19110058, ,1,HS025,HS023,HS024,HS011,HS026,HS005,HS020,HS021,HS030,HS010,HS022,HS012,HS019,HS018,HS028,HS003,HS001,HS027,HS029,HS015,HS009,HS017,HS002,HS004,HS006,HS007,HS008,HS013,HS014,HS016
558,19110059, ,2,HS003,HS023,HS009,HS016,HS011,HS029,HS010,HS019,HS025,HS007,HS018,HS012,HS008,HS022,HS001,HS002,HS004,HS005,HS006,HS013,HS014,HS015,HS017,HS020,HS021,HS024,HS026,HS027,HS028,HS030
559,19110060, ,3,HS013,HS008,HS012,HS026,HS024,HS029,HS015,HS010,HS003,HS020,HS027,HS007,HS005,HS030,HS021,HS023,HS004,HS001,HS018,HS006,HS009,HS019,HS025,HS022,HS011,HS028,HS014,HS017,HS002,HS016
560,19110061, ,3,HS025,HS026,HS018,HS005,HS023,HS001,HS002,HS003,HS004,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS019,HS020,HS021,HS022,HS024,HS027,HS028,HS029,HS030
561,19110062, ,3,HS008,HS029,HS030,HS023,HS009,HS021,HS020,HS005,HS006,HS001,HS013,HS022,HS007,HS027,HS003,HS017,HS014,HS025,HS010,HS002,HS015,HS026,HS004,HS011,HS012,HS016,HS018,HS019,HS024,HS028
562,19110063, ,2,HS022,HS029,HS008,HS027,HS015,HS018,HS020,HS016,HS028,HS024,HS023,HS011,HS017,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS009,HS010,HS012,HS013,HS014,HS019,HS021,HS025,HS026,HS030
563,19110064, ,3,HS018,HS025,HS014,HS002,HS026,HS028,HS019,HS009,HS029,HS020,HS012,HS016,HS021,HS005,HS007,HS013,HS001,HS003,HS004,HS006,HS008,HS010,HS011,HS015,HS017,HS022,HS023,HS024,HS027,HS030
564,19110065, ,2,HS021,HS011,HS009,HS017,HS004,HS005,HS002,HS003,HS028,HS022,HS019,HS006,HS014,HS013,HS029,HS012,HS027,HS001,HS007,HS008,HS010,HS015,HS016,HS018,HS020,HS023,HS024,HS025,HS026,HS030
565,19110066, ,3,HS013,HS021,HS006,HS010,HS018,HS023,HS026,HS019,HS004,HS020,HS028,HS027,HS017,HS003,HS015,HS014,HS008,HS005,HS024,HS016,HS009,HS029,HS001,HS007,HS022,HS012,HS030,HS025,HS002,HS011
566,19110067, ,1,HS005,HS023,HS027,HS001,HS022,HS025,HS011,HS019,HS008,HS010,HS002,HS006,HS030,HS018,HS007,HS009,HS014,HS003,HS004,HS012,HS013,HS015,HS016,HS017,HS020,HS021,HS024,HS026,HS028,HS029
567,19110068, ,2,HS019,HS021,HS005,HS012,HS023,HS010,HS028,HS007,HS009,HS027,HS014,HS018,HS011,HS006,HS029,HS017,HS015,HS016,HS026,HS001,HS025,HS013,HS008,HS030,HS024,HS003,HS022,HS020,HS004,HS002
568,19110069, ,2,HS028,HS021,HS027,HS018,HS014,HS016,HS005,HS023,HS008,HS013,HS009,HS001,HS006,HS015,HS024,HS003,HS007,HS002,HS004,HS010,HS011,HS012,HS017,HS019,HS020,HS022,HS025,HS026,HS029,HS030
569,19110070, ,2,HS027,HS026,HS025,HS009,HS008,HS015,HS022,HS003,HS014,HS012,HS011,HS030,HS029,HS001,HS002,HS004,HS005,HS006,HS007,HS010,HS013,HS016,HS017,HS018,HS019,HS020,HS021,HS023,HS024,HS028
570,19110071, ,1,HS024,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS025,HS026,HS027,HS028,HS029,HS030
571,19110072, ,3,HS019,HS021,HS015,HS023,HS018,HS005,HS028,HS022,HS006,HS001,HS030,HS003,HS016,HS002,HS010,HS008,HS029,HS011,HS004,HS014,HS026,HS020,HS027,HS017,HS024,HS007,HS009,HS012,HS013,HS025
572,19110073, ,3,HS017,HS027,HS015,HS020,HS011,HS001,HS002,HS007,HS006,HS013,HS005,HS010,HS003,HS004,HS008,HS009,HS012,HS014,HS016,HS018,HS019,HS021,HS022,HS023,HS024,HS025,HS026,HS028,HS029,HS030
573,19110074, ,3,HS004,HS028,HS012,HS011,HS017,HS029,HS016,HS027,HS008,HS002,HS015,HS023,HS009,HS026,HS019,HS001,HS003,HS005,HS006,HS007,HS010,HS013,HS014,HS018,HS020,HS021,HS022,HS024,HS025,HS030
574,19110075, ,1,HS006,HS012,HS004,HS009,HS022,HS014,HS005,HS001,HS002,HS003,HS007,HS008,HS010,HS011,HS013,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
575,19110076, ,2,HS013,HS023,HS021,HS030,HS009,HS018,HS026,HS020,HS005,HS002,HS003,HS016,HS024,HS008,HS028,HS022,HS025,HS015,HS027,HS019,HS007,HS017,HS001,HS004,HS006,HS010,HS011,HS012,HS014,HS029
576,19110077, ,1,HS025,HS011,HS010,HS030,HS002,HS003,HS027,HS013,HS008,HS006,HS029,HS001,HS004,HS005,HS007,HS009,HS012,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS026,HS028
577,19110078, ,3,HS017,HS011,HS002,HS013,HS021,HS022,HS016,HS007,HS014,HS003,HS001,HS005,HS015,HS018,HS023,HS009,HS010,HS024,HS025,HS012,HS027,HS008,HS030,HS019,HS004,HS020,HS026,HS006,HS028,HS029
578,19110079, ,2,HS024,HS020,HS012,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS021,HS022,HS023,HS025,HS026,HS027,HS028,HS029,HS030
579,19110080, ,1,HS026,HS020,HS029,HS024,HS002,HS019,HS007,HS028,HS012,HS005,HS025,HS016,HS021,HS001,HS003,HS004,HS006,HS008,HS009,HS010,HS011,HS013,HS014,HS015,HS017,HS018,HS022,HS023,HS027,HS030
580,19110081, ,3,HS003,HS029,HS007,HS021,HS027,HS024,HS012,HS013,HS023,HS004,HS018,HS022,HS006,HS017,HS030,HS009,HS028,HS001,HS002,HS005,HS008,HS010,HS011,HS014,HS015,HS016,HS019,HS020,HS025,HS026
581,19110082, ,2,HS016,HS028,HS015,HS001,HS007,HS027,HS026,HS013,HS012,HS010,HS017,HS019,HS029,HS005,HS006,HS022,HS011,HS023,HS008,HS009,HS021,HS002,HS003,HS004,HS014,HS018,HS020,HS024,HS025,HS030
582,19110083, ,2,HS024,HS023,HS004,HS001,HS002,HS003,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS025,HS026,HS027,HS028,HS029,HS030
583,19110084, ,1,HS017,HS019,HS012,HS016,HS010,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS011,HS013,HS014,HS015,HS018,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
584,19110085, ,3,HS023,HS024,HS015,HS006,HS026,HS020,HS003,HS004,HS013,HS012,HS017,HS002,HS027,HS011,HS001,HS028,HS022,HS005,HS030,HS008,HS019,HS018,HS007,HS009,HS010,HS014,HS016,HS021,HS025,HS029
585,19110086, ,1,HS018,HS010,HS006,HS029,HS020,HS003,HS019,HS015,HS013,HS023,HS002,HS026,HS014,HS011,HS017,HS004,HS001,HS009,HS030,HS027,HS016,HS028,HS024,HS007,HS021,HS005,HS022,HS008,HS012,HS025
586,19110087, ,1,HS020,HS006,HS026,HS027,HS007,HS003,HS011,HS001,HS002,HS004,HS005,HS008,HS009,HS010,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS021,HS022,HS023,HS024,HS025,HS028,HS029,HS030
587,19110088, ,3,HS008,HS025,HS021,HS019,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS020,HS022,HS023,HS024,HS026,HS027,HS028,HS029,HS030
588,19110089, ,1,HS009,HS020,HS001,HS016,HS008,HS011,HS025,HS023,HS027,HS030,HS003,HS006,HS013,HS002,HS004,HS005,HS007,HS010,HS012,HS014,HS015,HS017,HS018,HS019,HS021,HS022,HS024,HS026,HS028,HS029
589,19110090, ,1,HS027,HS030,HS022,HS017,HS024,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS023,HS025,HS026,HS028,HS029
590,19110091, ,1,HS012,HS013,HS014,HS018,HS008,HS002,HS006,HS001,HS010,HS030,HS020,HS025,HS022,HS029,HS016,HS003,HS019,HS023,HS005,HS015,HS004,HS007,HS009,HS011,HS017,HS021,HS024,HS026,HS027,HS028
591,19110092, ,3,HS012,HS022,HS011,HS001,HS009,HS004,HS002,HS016,HS003,HS019,HS015,HS029,HS026,HS021,HS030,HS005,HS008,HS007,HS006,HS010,HS013,HS014,HS017,HS018,HS020,HS023,HS024,HS025,HS027,HS028
592,19110093, ,2,HS016,HS028,HS003,HS009,HS020,HS002,HS021,HS005,HS019,HS014,HS010,HS008,HS026,HS015,HS017,HS004,HS030,HS027,HS025,HS007,HS001,HS022,HS023,HS006,HS029,HS024,HS013,HS018,HS011,HS012
593,19110094, ,1,HS028,HS016,HS027,HS023,HS008,HS010,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS009,HS011,HS012,HS013,HS014,HS015,HS017,HS018,HS019,HS020,HS021,HS022,HS024,HS025,HS026,HS029,HS030
594,19110095, ,1,HS003,HS019,HS021,HS018,HS011,HS030,HS016,HS009,HS023,HS008,HS010,HS027,HS017,HS005,HS028,HS004,HS025,HS001,HS002,HS006,HS007,HS012,HS013,HS014,HS015,HS020,HS022,HS024,HS026,HS029
595,19110096, ,2,HS009,HS005,HS030,HS011,HS018,HS019,HS001,HS010,HS016,HS027,HS029,HS023,HS007,HS004,HS012,HS020,HS002,HS003,HS006,HS008,HS013,HS014,HS015,HS017,HS021,HS022,HS024,HS025,HS026,HS028
596,19110097, ,3,HS013,HS008,HS019,HS021,HS030,HS026,HS001,HS018,HS004,HS020,HS006,HS010,HS002,HS003,HS005,HS007,HS009,HS011,HS012,HS014,HS015,HS016,HS017,HS022,HS023,HS024,HS025,HS027,HS028,HS029
597,19110098, ,3,HS026,HS008,HS017,HS010,HS002,HS003,HS007,HS018,HS025,HS013,HS005,HS011,HS030,HS027,HS012,HS015,HS004,HS022,HS001,HS029,HS024,HS028,HS019,HS014,HS006,HS023,HS021,HS009,HS020,HS016
598,19110099, ,3,HS021,HS006,HS015,HS009,HS022,HS013,HS025,HS010,HS019,HS026,HS016,HS005,HS012,HS002,HS030,HS028,HS008,HS014,HS001,HS003,HS018,HS017,HS027,HS004,HS007,HS011,HS020,HS023,HS024,HS029
599,19110100, ,3,HS005,HS006,HS025,HS007,HS013,HS012,HS015,HS027,HS011,HS020,HS004,HS023,HS009,HS019,HS017,HS001,HS002,HS003,HS008,HS010,HS014,HS016,HS018,HS021,HS022,HS024,HS026,HS028,HS029,HS030
600,19110101, ,3,HS011,HS003,HS025,HS004,HS001,HS002,HS005,HS006,HS007,HS008,HS009,HS010,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS026,HS027,HS028,HS029,HS030
601,19110102, ,2,HS026,HS020,HS022,HS005,HS019,HS003,HS014,HS028,HS010,HS007,HS006,HS029,HS024,HS021,HS030,HS023,HS013,HS001,HS004,HS017,HS016,HS002,HS025,HS011,HS012,HS015,HS008,HS009,HS018,HS027
602,19110103, ,3,HS004,HS021,HS011,HS016,HS007,HS010,HS002,HS008,HS026,HS023,HS013,HS028,HS005,HS027,HS022,HS015,HS006,HS017,HS018,HS025,HS019,HS001,HS012,HS003,HS009,HS014,HS020,HS024,HS029,HS030
603,19110104, ,2,HS004,HS015,HS014,HS001,HS002,HS003,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
604,19110105, ,2,HS028,HS020,HS005,HS022,HS001,HS002,HS003,HS004,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS021,HS023,HS024,HS025,HS026,HS027,HS029,HS030
605,19110106, ,3,HS024,HS008,HS030,HS017,HS005,HS028,HS020,HS002,HS004,HS001,HS003,HS006,HS007,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS021,HS022,HS023,HS025,HS026,HS027,HS029
606,19110107, ,2,HS029,HS007,HS010,HS009,HS005,HS024,HS003,HS025,HS018,HS021,HS023,HS028,HS002,HS017,HS006,HS016,HS001,HS004,HS008,HS011,HS012,HS013,HS014,HS015,HS019,HS020,HS022,HS026,HS027,HS030
607,19110108, ,3,HS018,HS011,HS013,HS025,HS004,HS001,HS021,HS017,HS008,HS010,HS005,HS014,HS028,HS026,HS007,HS012,HS024,HS016,HS027,HS019,HS015,HS020,HS029,HS023,HS003,HS002,HS009,HS006,HS022,HS030
608,19110109, ,3,HS003,HS022,HS018,HS001,HS006,HS028,HS026,HS010,HS019,HS017,HS027,HS002,HS004,HS005,HS007,HS008,HS009,HS011,HS012,HS013,HS014,HS015,HS016,HS020,HS021,HS023,HS024,HS025,HS029,HS030
609,19110110, ,3,HS023,HS002,HS030,HS015,HS001,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS024,HS025,HS026,HS027,HS028,HS029
610,19110111, ,2,HS024,HS022,HS009,HS019,HS030,HS010,HS008,HS015,HS002,HS003,HS018,HS016,HS017,HS011,HS028,HS021,HS001,HS025,HS004,HS005,HS006,HS007,HS012,HS013,HS014,HS020,HS023,HS026,HS027,HS029
611,19110112, ,3,HS005,HS027,HS023,HS001,HS003,HS011,HS026,HS012,HS024,HS025,HS002,HS004,HS006,HS007,HS008,HS009,HS010,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS028,HS029,HS030
612,19110113, ,2,HS019,HS011,HS010,HS013,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS012,HS014,HS015,HS016,HS017,HS018,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
613,19110114, ,1,HS002,HS014,HS018,HS022,HS006,HS001,HS003,HS004,HS005,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS015,HS016,HS017,HS019,HS020,HS021,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
614,19110115, ,3,HS014,HS017,HS007,HS012,HS009,HS026,HS013,HS030,HS027,HS003,HS006,HS001,HS002,HS004,HS005,HS008,HS010,HS011,HS015,HS016,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS028,HS029
615,19110116, ,3,HS005,HS007,HS002,HS030,HS001,HS017,HS008,HS029,HS022,HS009,HS023,HS003,HS013,HS006,HS016,HS027,HS011,HS004,HS010,HS012,HS014,HS015,HS018,HS019,HS020,HS021,HS024,HS025,HS026,HS028
616,19110117, ,2,HS002,HS021,HS015,HS022,HS016,HS030,HS013,HS009,HS010,HS014,HS007,HS020,HS006,HS005,HS011,HS001,HS004,HS024,HS026,HS003,HS027,HS019,HS008,HS012,HS017,HS018,HS023,HS025,HS028,HS029
